id,source_zh,reference_vi,prediction_vi,damage_level,prompt_type,model_name,backend,temperature,operation,status,"metric__bleu_max_order=1,smooth=True","metric__bleu_max_order=2,smooth=True","metric__bleu_max_order=3,smooth=True","metric__bleu_max_order=4,smooth=True","metric__chrf_char_order=4,word_order=0","metric__chrf_char_order=4,word_order=2","metric__chrf_char_order=6,word_order=0","metric__chrf_char_order=6,word_order=2",metric__rouge_rouge_type=rouge1,metric__rouge_rouge_type=rouge2,metric__rouge_rouge_type=rouge4,metric__rouge_rouge_type=rougeL,"metric__meteor_alpha=0.2,beta=3,gamma=0.0","metric__meteor_alpha=0.2,beta=3,gamma=0.5","metric__meteor_alpha=0.9,beta=3,gamma=0.0","metric__meteor_alpha=0.9,beta=3,gamma=0.5","metric__bertscore_lang=en,num_layers=None","metric__bertscore_lang=en,num_layers=5","metric__bertscore_lang=vi,num_layers=None","metric__bertscore_lang=vi,num_layers=5",metric__comet_model_name=Unbabel/eamt22-cometinho-da,metric__bleurt_checkpoint=bleurt-tiny-128,metric__bleurt_checkpoint=bleurt-base-512,metric__bleurt_checkpoint=bleurt-large-512,metric__bleurt_checkpoint=BLEURT-20-D12,metric__comet_model_name=Unbabel/wmt22-comet-da,metric__comet_model_name=Unbabel/wmt20-comet-da,metric__comet_model_name=Unbabel/wmt20-comet-qe-da
vi-zh-2022-test-0001,在遭受新冠肺炎疫情不小影响的背景下，2022年对越南恢复和发展经济具有重要意义。,Năm 2022 là năm có ý nghĩa quan trọng trong phục hồi và phát triển kinh tế Việt Nam sau những tác động của dịch COVID - 19.,Năm 2022 là năm có ý nghĩa quan trọng trong phục hồi và phát triển kinh tế Việt Nam sau những tác động của dịch COVID - 19.,0,rule_based,deterministic-rule-baseline-precomputed,analysis_csv,0.0,identity,ok,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999794989544467,1.0,0.9999794989544467,1.0,1.0,1.0,1.0,1.392527461051941,0.694481611251831,1.0242526531219482,1.0090018510818481,0.9351591467857361,0.9609612822532654,1.17959725856781,0.08450217545032501
vi-zh-2022-test-0001,在遭受新冠肺炎疫情不小影响的背景下，2022年对越南恢复和发展经济具有重要意义。,Năm 2022 là năm có ý nghĩa quan trọng trong phục hồi và phát triển kinh tế Việt Nam sau những tác động của dịch COVID - 19.,Nam 2022 là năm có ý nghĩa quan trọng trong phục hồi và phát triển kinh tế Việt Nam sau những tác động của dịch COVID - 19.,1,rule_based,deterministic-rule-baseline-precomputed,analysis_csv,0.0,remove_one_tone,ok,0.9666666666666667,0.9660917830792959,0.9654893846056298,0.9648571584702385,0.9814371824164049,0.9759252808884407,0.9803385962088024,0.97647931661473,0.9610389610389611,0.9599999999999999,0.9577464788732395,0.9610389610389611,0.9655172413793103,0.9654952498240674,0.9655172413793104,0.9654952498240675,0.9883630871772766,0.9877699017524719,0.976963222026825,0.98615562915802,1.0320353507995605,0.694481611251831,1.0242526531219482,1.0090018510818481,0.8298584818840027,0.9044108390808105,0.9035993218421936,-0.08078175783157349
vi-zh-2022-test-0001,在遭受新冠肺炎疫情不小影响的背景下，2022年对越南恢复和发展经济具有重要意义。,Năm 2022 là năm có ý nghĩa quan trọng trong phục hồi và phát triển kinh tế Việt Nam sau những tác động của dịch COVID - 19.,Nam 2022 la nam co y nghia quan trong trong phuc hoi va phat kinh te Viet Nam sau nhung tac đong cua dich COVID - 19.,2,rule_based,deterministic-rule-baseline-precomputed,analysis_csv,0.0,remove_tones_and_drop_one_word,ok,0.3660025995895197,0.2511266555892464,0.18909390606987322,0.14967342004273523,0.5193087813711356,0.4280606294507118,0.41981191664370326,0.37625021632218003,0.2461538461538462,0.06349206349206349,0.0,0.2461538461538462,0.35460992907801414,0.3163120567375886,0.34602076124567477,0.3086505190311419,0.773610532283783,0.7197627425193787,0.6657264828681946,0.6636443734169006,-1.5336105823516846,0.7048465609550476,0.9540950059890747,0.9389225244522095,0.23087957501411438,0.472696453332901,-1.1770564317703247,-0.9333323240280151
vi-zh-2022-test-0001,在遭受新冠肺炎疫情不小影响的背景下，2022年对越南恢复和发展经济具有重要意义。,Năm 2022 là năm có ý nghĩa quan trọng trong phục hồi và phát triển kinh tế Việt Nam sau những tác động của dịch COVID - 19.,Năm 2022 là có ý quan trọng trong phục hồi và kinh tế Việt Nam sau những tác động của dịch COVID - 19.,3,rule_based,deterministic-rule-baseline-precomputed,analysis_csv,0.0,word_dropout_15pct,ok,0.8521437889662112,0.7993817314805536,0.7419264624123258,0.6902234696982963,0.8008360989486544,0.8103794270263766,0.7703411238922946,0.7851319609660217,0.8857142857142858,0.7941176470588235,0.6562499999999999,0.8857142857142858,0.9689922480620154,0.9651162790697674,0.8741258741258741,0.8706293706293705,0.973442018032074,0.9535182118415833,0.9449336528778076,0.9559714198112488,0.91984623670578,0.6754855513572693,0.8342188596725464,0.66578209400177,0.7317852973937988,0.8515542149543762,0.8218807578086853,-0.32771947979927063
vi-zh-2022-test-0001,在遭受新冠肺炎疫情不小影响的背景下，2022年对越南恢复和发展经济具有重要意义。,Năm 2022 là năm có ý nghĩa quan trọng trong phục hồi và phát triển kinh tế Việt Nam sau những tác động của dịch COVID - 19.,Năm là 2022 có quan trọng phục hồi và phát triển kinh tế Việt Nam sau những tác động COVID,4,rule_based,deterministic-rule-baseline-precomputed,analysis_csv,0.0,word_dropout_30pct_and_swap,ok,0.6376281516217733,0.5334779862547464,0.48574616240502216,0.45970470577357364,0.6947515691328175,0.6685086292407076,0.6500410977888997,0.6415360245567697,0.8529411764705882,0.6666666666666667,0.5483870967741936,0.8235294117647058,0.9174311926605503,0.8977637614678897,0.7117437722419929,0.6964857651245552,0.9527240991592407,0.9337185025215149,0.8773484230041504,0.9105234742164612,0.6958284974098206,0.4248713254928589,0.4531554877758026,0.10426817834377289,0.6061354875564575,0.7561751008033752,0.16134747862815857,-0.44123682379722595
vi-zh-2022-test-0001,在遭受新冠肺炎疫情不小影响的背景下，2022年对越南恢复和发展经济具有重要意义。,Năm 2022 là năm có ý nghĩa quan trọng trong phục hồi và phát triển kinh tế Việt Nam sau những tác động của dịch COVID - 19.,năm có ý nghĩa quan trong phục phát tế Việt động dịch COVID 19,5,rule_based,deterministic-rule-baseline-precomputed,analysis_csv,0.0,word_dropout_50pct_and_punctuation_remove,ok,0.3425188550930457,0.25891991712193374,0.19188631989458718,0.1568336079247451,0.4779528785202598,0.45507855789370744,0.4139976921446783,0.4128261940718499,0.6551724137931034,0.46428571428571425,0.15384615384615383,0.6551724137931034,0.8235294117647058,0.7720588235294117,0.5090909090909091,0.47727272727272735,0.9285889863967896,0.9090514779090881,0.7385967969894409,0.8044780492782593,-0.6010813117027283,0.18510666489601135,0.09363532066345215,-0.14825339615345,0.36507439613342285,0.601297914981842,-0.8979740738868713,-0.8528189063072205
vi-zh-2022-test-0002,与新冠肺炎病毒共处不仅是医疗卫生问题，而且还涉及国家经济及社会所有活动的运作方式。,Sống chung với dịch COVID-19 không chỉ là vấn đề về y tế mà còn liên quan tới cả cách thức vận hành nền kinh tế và mọi hoạt động của xã hội.,Sống chung với dịch COVID-19 không chỉ là vấn đề về y tế mà còn liên quan tới cả cách thức vận hành nền kinh tế và mọi hoạt động của xã hội.,0,rule_based,deterministic-rule-baseline-precomputed,analysis_csv,0.0,identity,ok,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999872786484836,1.0,0.9999872786484836,0.9999999403953552,1.0,1.0,1.0000001192092896,1.3896877765655518,0.6388771533966064,1.004306674003601,1.0118985176086426,0.9664167165756226,0.9624060988426208,1.1897743940353394,0.515150249004364
vi-zh-2022-test-0002,与新冠肺炎病毒共处不仅是医疗卫生问题，而且还涉及国家经济及社会所有活动的运作方式。,Sống chung với dịch COVID-19 không chỉ là vấn đề về y tế mà còn liên quan tới cả cách thức vận hành nền kinh tế và mọi hoạt động của xã hội.,Song chung với dịch COVID-19 không chỉ là vấn đề về y tế mà còn liên quan tới cả cách thức vận hành nền kinh tế và mọi hoạt động của xã hội.,1,rule_based,deterministic-rule-baseline-precomputed,analysis_csv,0.0,remove_one_tone,ok,0.9714285714285714,0.9710083124552245,0.9705710012810347,0.9701154303042088,0.9835334020949433,0.9790698022284768,0.9825808939034749,0.979471321051492,0.9696969696969697,0.9690721649484536,0.967741935483871,0.9696969696969697,0.9705882352941176,0.9705747312699184,0.9705882352941176,0.9705747312699184,0.9868082404136658,0.9715822339057922,0.9827816486358643,0.9790019392967224,1.0009726285934448,0.6388771533966064,1.004306674003601,1.0118985176086426,0.858004093170166,0.8900859951972961,0.9230062365531921,0.2727854549884796
vi-zh-2022-test-0002,与新冠肺炎病毒共处不仅是医疗卫生问题，而且还涉及国家经济及社会所有活动的运作方式。,Sống chung với dịch COVID-19 không chỉ là vấn đề về y tế mà còn liên quan tới cả cách thức vận hành nền kinh tế và mọi hoạt động của xã hội.,Song chung voi dich COVID-19 khong chi la van đe ve y te ma con lien toi ca cach thuc van hanh nen kinh te va moi hoat đong cua xa hoi.,2,rule_based,deterministic-rule-baseline-precomputed,analysis_csv,0.0,remove_tones_and_drop_one_word,ok,0.17120320653469945,0.07094450418788156,0.05343703663283648,0.04674673050860359,0.4093767298990929,0.29757289179286656,0.3134663310901982,0.2535910616918891,0.12048192771084337,0.02469135802469136,0.0,0.12048192771084337,0.15060240963855423,0.07530120481927711,0.14749262536873153,0.07374631268436577,0.7538973689079285,0.6790350079536438,0.5804768800735474,0.5901235938072205,-1.8106693029403687,0.6756107211112976,0.9743144512176514,0.8579311370849609,0.1478637456893921,0.3124389052391052,-1.641857385635376,-1.1667969226837158
vi-zh-2022-test-0002,与新冠肺炎病毒共处不仅是医疗卫生问题，而且还涉及国家经济及社会所有活动的运作方式。,Sống chung với dịch COVID-19 không chỉ là vấn đề về y tế mà còn liên quan tới cả cách thức vận hành nền kinh tế và mọi hoạt động của xã hội.,Sống chung dịch COVID-19 không chỉ là vấn về y tế mà còn liên quan tới cả cách thức hành nền kinh tế mọi động của xã hội.,3,rule_based,deterministic-rule-baseline-precomputed,analysis_csv,0.0,word_dropout_15pct,ok,0.8416308400672834,0.7656464319248117,0.6943704740338499,0.6290073469458803,0.8190701607191597,0.8123144088422096,0.7727578711978689,0.7792688820189612,0.924731182795699,0.8351648351648353,0.6666666666666666,0.924731182795699,0.9666666666666667,0.9623860483551328,0.8656716417910447,0.8618382522583278,0.9781115055084229,0.9624291062355042,0.9292680025100708,0.9491134285926819,0.6395936608314514,0.6329317688941956,0.7955400347709656,0.5764206647872925,0.6878385543823242,0.8135884404182434,0.6858291029930115,-0.05544615164399147
